,drugname,routeadmin,Notes,pain_med?,narcotic?,antiplatelet?,beta-blocker?,statin?,aspirin?,ace-inhibitor?
1961531,multivitamin,PO,Multivitamin,no,no,no,no,no,no,no
2851073,multivitamin,ORAL,Multivitamin,no,no,no,no,no,no,no
6565594,multivitamins,PO,Multivitamin,no,no,no,no,no,no,no
911,mupirocin 2 % oint 1 g syringe,EACH NARE,Antibiotic,no,no,no,no,no,no,no
381406,nacl 0.9%,MISC,Electrolyte?,no,no,no,no,no,no,no
6815400,nacl 0.9% (1566),DEVICE,Electrolyte?,no,no,no,no,no,no,no
4123825,nacl 0.9% mbp,MISC,Electrolyte?,no,no,no,no,no,no,no
6410418,naloxone,Intravenous,opioid - treats opioid use overdose. Ask Stephanie if to include,maybe,maybe,no,no,no,no,no
6871122,naloxone,DEVICE,opioid - treats opioid use overdose. Ask Stephanie if to include,maybe,maybe,no,no,no,no,no
4022208,naloxone 0.4 mg/1 ml sdv inj,IV Push,opioid - treats opioid use overdose. Ask Stephanie if to include,maybe,maybe,no,no,no,no,no
6415542,naloxone hcl,IV,opioid - treats opioid use overdose. Ask Stephanie if to include,maybe,maybe,no,no,no,no,no
3640109,naloxone hcl 0.4 mg/ml ij soln,IV,opioid - treats opioid use overdose. Ask Stephanie if to include,maybe,maybe,no,no,no,no,no
6685474,narcan,IV,opioid - treats opioid use overdose. Ask Stephanie if to include,maybe,maybe,no,no,no,no,no
6607383,neostigmine methylsulfate,IV,anticholinesterase,no,no,no,no,no,no,no
4895814,neurontin,Oral,anticonvulsant/nerve pain med?,maybe,no,no,no,no,no,no
3172749,nexterone,IV,Anti arrhythmic - treats heart failure and arrhythmias,no,no,no,no,no,no,no
2043935,nicardipine 40 mg in 200 ml ns rtu-,IVPB,antihypertensive,no,no,no,no,no,no,no
2119929,nicardipine 40 mg in 200 ml ns rtu-,IV,antihypertensive,no,no,no,no,no,no,no
4767515,nicoderm cq,Transdermal,Nicorette,no,no,no,no,no,no,no
3829754,nicotine 21 mg/24hr td pt24,TD,Nicorette,no,no,no,no,no,no,no
214595,nitro-bid,TOP,Ointment for heart-related chest pain,no,no,no,no,no,no,no
3151591,nitro-bid,Topical,Ointment for heart-related chest pain,no,no,no,no,no,no,no
4121233,nitroglycerin,MISC,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
4242449,nitroglycerin,SL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
4363719,nitroglycerin,Sublingual,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
6232830,nitroglycerin,IntraVENOUS,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
6256557,nitroglycerin,Topical (Top),High blood pressure - vasodilator,maybe,no,no,no,no,no,no
6528223,nitroglycerin,TD,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
6815391,nitroglycerin,DEVICE,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
7087508,nitroglycerin,ZPYXVEND,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
7102984,nitroglycerin,INTRAVENOU,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
4292757,nitroglycerin (nitrostat) sl tab 0.4 mg,SL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
4989652,nitroglycerin (nitrostat) sl tablet 0.4 mg,SL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
7257267,nitroglycerin (nitrostat) sl tablet 0.4 mg,Sublingual,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
743042,nitroglycerin 0.4 mg sl subl,Sublingual,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
961412,nitroglycerin 0.4 mg sl subl,SL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
162664,nitroglycerin 0.4 mg sublingual tablet,SL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
226993,nitroglycerin 0.4 mg(1/150) sl tab,SL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
2330698,nitroglycerin 0.4 mg(1/150) sl tab,Transdermal,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
5672606,nitroglycerin 50 mg in d5w 250 ml r,IVPB,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
5685808,nitroglycerin 50 mg in d5w 250 ml r,IV,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
870211,nitroglycerin 50mg/d5w 250ml btl,IV,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
4376099,nitroglycerin in d5w 200-5 mcg/ml-% iv soln,IV,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
5224477,nitroglycerin in d5w 200-5 mcg/ml-% iv soln,Intravenous,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
3933081,nitroglycerin sl,SL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
5063104,nitroglycerin sl,SUBLINGUAL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
7121996,nitroglycerin sl,ZPYXVEND,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
4152044,nitrostat,SL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
4813813,nitrostat,Sublingual,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
194215,nitrostat 1/150,SL,High blood pressure - vasodilator,maybe,no,no,no,no,no,no
4781024,norco,Oral,apap/opiod,yes,yes,no,no,no,no,no
5964658,norco 5 mg-325 mg,PO,apap/opiod,yes,yes,no,no,no,no,no
2213310,norco 5/325 tab,PO,apap/opiod,yes,yes,no,no,no,no,no
6442480,norepinephrine,IV,Treats low blood pressure,no,no,no,no,no,no,no
7062208,norepinephrine,INTRAVENOU,Treats low blood pressure,no,no,no,no,no,no,no
7270938,norepinephrine,INTRAVEN,Treats low blood pressure,no,no,no,no,no,no,no
1383274,norepinephrine 4 mg/250 ml ns,INTRAVENOU,Treats low blood pressure,no,no,no,no,no,no,no
3608001,norepinephrine 4 mg/250 ml ns,ZPYXVEND,Treats low blood pressure,no,no,no,no,no,no,no
1663461,norepinephrine 4 mg/250 ml ns infusion (std con'c) (repackage),IV,Treats low blood pressure,no,no,no,no,no,no,no
2043963,norepinephrine 8 mg in 250ml ns,IVPB,Treats low blood pressure,no,no,no,no,no,no,no
2043966,norepinephrine 8 mg in 250ml ns,IV,Treats low blood pressure,no,no,no,no,no,no,no
4699670,norepinephrine bitartrate 1 mg/ml amp,IV,Treats low blood pressure,no,no,no,no,no,no,no
622387,norepinephrine bitartrate 1 mg/ml ij soln,IV,Treats low blood pressure,no,no,no,no,no,no,no
2531458,norepinephrine bitartrate 1 mg/ml ij soln,CENTRAL IV,Treats low blood pressure,no,no,no,no,no,no,no
6744733,norepinephrine bitartrate 1 mg/ml iv : 4 ml,IV,Treats low blood pressure,no,no,no,no,no,no,no
5146900,norepinephrine bitartrate 1 mg/ml iv soln,IV,Treats low blood pressure,no,no,no,no,no,no,no
6165981,norepinephrine bitartrate 1 mg/ml iv soln,CENTRAL IV,Treats low blood pressure,no,no,no,no,no,no,no
4535398,normal saline 0.9%,IV,Electrolyte?,no,no,no,no,no,no,no
5613566,normal saline flush,IV,Electrolyte?,no,no,no,no,no,no,no
6807800,normodyne;trandate,IV,beta-blocker,no,no,no,yes,no,no,no
4792226,norvasc,Oral,High blood pressure - calcium channel blocker,no,no,no,no,no,no,no
5613549,norvasc,PO,High blood pressure - calcium channel blocker,no,no,no,no,no,no,no
335530,novolog,Subcut,Diabetes medication,no,no,no,no,no,no,no
4767520,novolog,subCUT,Diabetes medication,no,no,no,no,no,no,no
6795593,novolog,XX,Diabetes medication,no,no,no,no,no,no,no
194216,novolog flexpen,SUBQ,Diabetes medication,no,no,no,no,no,no,no
3146946,ns 0.9%,DEVICE,Electrolyte?,no,no,no,no,no,no,no
455709,"ns 1,000 ml",IV,Electrolyte?,no,no,no,no,no,no,no
2531451,"nss 0.9% 1,000 ml bolus infusion",IV,Electrolyte?,no,no,no,no,no,no,no
2535100,"nss 0.9% 1,000 ml bolus infusion",IVPB,Electrolyte?,no,no,no,no,no,no,no
2531471,nss 0.9% 500 ml bolus infusion,IV,Electrolyte?,no,no,no,no,no,no,no
2514431,nss infusion,IV,Electrolyte?,no,no,no,no,no,no,no
2620607,nss infusion,CRRT,Electrolyte?,no,no,no,no,no,no,no
5109294,nystatin,TOPICAL,antifungal,no,no,no,no,Confirm with Stephanie,no,no
4272965,omeprazole (prilosec) cap 20 mg,PO,Antiacid,no,no,no,no,no,no,no
4517383,omeprazole 20 mg po cap-del-rel,Oral,Antiacid,no,no,no,no,no,no,no
338440,ondansetron,MISC,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
476599,ondansetron,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
590265,ondansetron,IntraVENOUS,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
767278,ondansetron,Intravenous,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
3289740,ondansetron,DEVICE,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
4631706,ondansetron,.ROUTE,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
5064169,ondansetron,INTRAVENOU,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
6513485,ondansetron,IVP,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
7087505,ondansetron,ZPYXVEND,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
4566852,ondansetron (pf),IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
1219243,ondansetron (pf) (zofran) injection 4 mg,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
4292764,ondansetron (zofran) inj 4 mg,IV PUSH,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
6173265,ondansetron (zofran) inj 4 mg,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
5251159,ondansetron (zofran) injection 4 mg,Intravenous,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
4002760,ondansetron 2 mg/1 ml 2ml sdv inj,IV Push,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
4095750,ondansetron 2 mg/1 ml 2ml sdv inj,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
5197768,ondansetron 2mg/ml  sso,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
727220,ondansetron 4 mg po tab-disperse,Oral,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
4657430,ondansetron 4 mg po tbdp,SL,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
5140649,ondansetron 4 mg po tbdp,PO,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
1032600,ondansetron 4mg/2ml inj,PROC IVP,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
3134780,ondansetron 4mg/2ml inj,IVP,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
773265,ondansetron hcl,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
1530389,ondansetron hcl,INTRAVEN,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
3358240,ondansetron hcl,ORAL,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
4990964,ondansetron hcl (pf) (zofran) injection 4 mg,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
4938017,ondansetron hcl (pf) 4 mg/2 ml inj soln,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
176119,ondansetron hcl (pf) 4 mg/2 ml injection 2 ml vial,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
657730,ondansetron hcl 4 mg po tabs,PO,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
1114278,ondansetron hcl 4 mg tablet,Oral,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
4374795,ondansetron hcl 4 mg/2ml ij soln,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
5235733,ondansetron hcl inj,IV PUSH,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
5532042,ondansetron inj,IV,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
5549217,ondansetron inj,IVP,Antiemetic - helps nausea and vomiting,no,no,no,no,no,no,no
987149,optiray 320,Intra-arTERi,Contrast?,no,no,no,no,no,no,no
1015281,optiray 320,IV,Contrast?,no,no,no,no,no,no,no
1042198,optiray 320,See Instruct,Contrast?,no,no,no,no,no,no,no
4542016,oxycodone,ORAL,opioid,yes,yes,no,no,no,no,no
6089125,oxycodone,PO,opioid,yes,yes,no,no,no,no,no
529364,oxycodone (oxy ir) cap-tab 10 mg,PO,opioid,yes,yes,no,no,no,no,no
2591237,oxycodone (oxy ir) cap-tab 5 mg,PO,opioid,yes,yes,no,no,no,no,no
2062178,oxycodone 5 mg tab,PO,opioid,yes,yes,no,no,no,no,no
3817563,oxycodone hcl 5 mg po tabs,PO,opioid,yes,yes,no,no,no,no,no
3832900,oxycodone hcl 5 mg po tabs,PER NG TUBE,opioid,yes,yes,no,no,no,no,no
3868752,oxycodone hcl 5 mg po tabs,PEG TUBE,opioid,yes,yes,no,no,no,no,no
5224494,oxycodone hcl 5 mg po tabs (range) prn,Oral,opioid,yes,yes,no,no,no,no,no
4535867,oxycodone-acetamin 5-325 mg,ORAL,apap/opiod,yes,yes,no,no,no,no,no
552394,oxycodone-acetaminophen 5-325 mg po tabs,PO,apap/opiod,yes,yes,no,no,no,no,no
484844,pantoprazole,IV,Antiacid?,no,no,no,no,no,no,no
484848,pantoprazole,PO,Antiacid?,no,no,no,no,no,no,no
607098,pantoprazole,Oral,Antiacid?,no,no,no,no,no,no,no
1383291,pantoprazole,INTRAVENOU,Antiacid?,no,no,no,no,no,no,no
1566226,pantoprazole,INTRAVEN,Antiacid?,no,no,no,no,no,no,no
2488106,pantoprazole,ORAL,Antiacid?,no,no,no,no,no,no,no
1226509,pantoprazole (protonix) injection 40 mg,IV,Antiacid?,no,no,no,no,no,no,no
1561260,pantoprazole (protonix) injection 40 mg,Intravenous,Antiacid?,no,no,no,no,no,no,no
1219246,pantoprazole (protonix) tablet 40 mg,PO,Antiacid?,no,no,no,no,no,no,no
4004907,pantoprazole 40 mg ec tab,PO,Antiacid?,no,no,no,no,no,no,no
262792,pantoprazole 40 mg in 100 ml ns,IV,Antiacid?,no,no,no,no,no,no,no
231395,pantoprazole 40 mg inj,IV Push,Antiacid?,no,no,no,no,no,no,no
234224,pantoprazole 40 mg inj,IV,Antiacid?,no,no,no,no,no,no,no
1114280,pantoprazole 40 mg intravenous solution,IV,Antiacid?,no,no,no,no,no,no,no
3450330,pantoprazole 40 mg oral ent coat tab,Oral,Antiacid?,no,no,no,no,no,no,no
4903093,"pantoprazole 40 mg tablet,delayed release",Oral,Antiacid?,no,no,no,no,no,no,no
1383273,pantoprazole dr,ORAL,Antiacid?,no,no,no,no,no,no,no
6569172,pantoprazole sod,IV,Antiacid?,no,no,no,no,no,no,no
2850486,pantoprazole sodium,PO,Antiacid?,no,no,no,no,no,no,no
2850488,pantoprazole sodium,IV,Antiacid?,no,no,no,no,no,no,no
3351796,pantoprazole sodium,ORAL,Antiacid?,no,no,no,no,no,no,no
47487,pantoprazole sodium 40 mg iv solr,IV,Antiacid?,no,no,no,no,no,no,no
3714134,pantoprazole sodium 40 mg iv solr,Intravenous,Antiacid?,no,no,no,no,no,no,no
17255,pantoprazole sodium 40 mg po tbec,PO,Antiacid?,no,no,no,no,no,no,no
3714129,pantoprazole sodium 40 mg po tbec,Oral,Antiacid?,no,no,no,no,no,no,no
193715,pepcid,PO,Antihistamine and antiacid,no,no,no,no,no,no,no
193721,pepcid,IV,Antihistamine and antiacid,no,no,no,no,no,no,no
980434,pepcid,Oral,Antihistamine and antiacid,no,no,no,no,no,no,no
978891,percocet,Oral,opioid,yes,yes,no,no,no,no,no
4099388,percocet 5/325 tab,PO,opioid,yes,yes,no,no,no,no,no
338441,phenylephrine,MISC,Decongestant,no,no,no,no,no,no,no
3332783,phenylephrine,DEVICE,Decongestant,no,no,no,no,no,no,no
3549721,phenylephrine,INTRAVENOU,Decongestant,no,no,no,no,no,no,no
7062198,phenylephrine 10 mg/250 ml ns,INTRAVENOU,Decongestant,no,no,no,no,no,no,no
2046160,phenylephrine 40 mg in 250 ml ns,IVPB,Decongestant,no,no,no,no,no,no,no
2109870,phenylephrine 40 mg in 250 ml ns,IV,Decongestant,no,no,no,no,no,no,no
4699652,phenylephrine hcl,.ROUTE,Decongestant,no,no,no,no,no,no,no
6415540,phenylephrine hcl,IV,Decongestant,no,no,no,no,no,no,no
5146908,phenylephrine hcl 10 mg/ml ij soln,IV,Decongestant,no,no,no,no,no,no,no
6193868,phenylephrine hcl 10 mg/ml ij soln,CENTRAL IV,Decongestant,no,no,no,no,no,no,no
5224455,piperacillin sod-tazobactam so 3-0.375 g iv solr,Intravenous,Antibiotic,no,no,no,no,no,no,no
5364086,piperacillin sod-tazobactam so 3-0.375 g iv solr,IV,Antibiotic,no,no,no,no,no,no,no
6118696,piperacillin sod-tazobactam so 3-0.375 g iv solr,IVPB,Antibiotic,no,no,no,no,no,no,no
4259032,piperacillin-tazobactam,IVPB,Antibiotic,no,no,no,no,no,no,no
6554294,piperacillin-tazobactam 3.375 g mini-bag plus,IV,Antibiotic,no,no,no,no,no,no,no
5109270,piperacillin/tazobactam,INTRAVENOU,Antibiotic,no,no,no,no,no,no,no
4691671,piperacillin/tazobactam sod 3.375 gm  vial,IV,Antibiotic,no,no,no,no,no,no,no
2531463,plasma-lyte 148 infusion,IV,Electrolyte?,no,no,no,no,no,no,no
367400,plavix,PO,Blood thinner,no,no,yes - waiting confirmation,no,no,no,no
4760711,plavix,Oral,Blood thinner,no,no,yes - waiting confirmation,no,no,no,no
2957337,pneumococcal polysaccharides,IMV,Vaccine for pneumococcal diseases,no,no,no,no,no,no,no
2961598,pneumococcal polysaccharides,IM,Vaccine for pneumococcal diseases,no,no,no,no,no,no,no
622373,pneumococcal vac polyvalent 25 mcg/0.5ml ij inj,IM,Vaccine for pneumococcal diseases,no,no,no,no,no,no,no
3998919,pnu-immune-23  25 mcg/0.5 ml inj,IM,Vaccine for pneumococcal diseases,no,no,no,no,no,no,no
6165983,polyethylene glycol 3350 (miralax) oral powder 17 g,PO,Relief for constipation?,no,no,no,no,no,no,no
1114283,polyethylene glycol 3350 17 gram oral powder packet,Oral,Relief for constipation?,no,no,no,no,no,no,no
3817573,polyethylene glycol 3350 po pack,PO,Relief for constipation?,no,no,no,no,no,no,no
3832901,polyethylene glycol 3350 po pack,PER NG TUBE,Relief for constipation?,no,no,no,no,no,no,no
3889048,polyethylene glycol 3350 po pack,PER G TUBE,Relief for constipation?,no,no,no,no,no,no,no
3714115,polyethylene glycol 3350 po powd,Oral,Relief for constipation?,no,no,no,no,no,no,no
2035210,polyethylene glycol 3350 udpwd,PO,Relief for constipation?,no,no,no,no,no,no,no
2992154,potassium & sodium phosphates 280-160-250 mg po pack,PO,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
3714108,potassium & sodium phosphates 280-160-250 mg po pack,Dobhoff Tube,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
3715817,potassium & sodium phosphates 280-160-250 mg po pack,Oral,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
335519,potassium chloride,IVPB,Treatment for low blood potassium,no,no,no,no,no,no,no
335525,potassium chloride,Feeding Tube,Treatment for low blood potassium,no,no,no,no,no,no,no
372946,potassium chloride,MISC,Treatment for low blood potassium,no,no,no,no,no,no,no
372956,potassium chloride,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
2416559,potassium chloride,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
2697411,potassium chloride,IntraVENOUS,Treatment for low blood potassium,no,no,no,no,no,no,no
2697413,potassium chloride,Oral,Treatment for low blood potassium,no,no,no,no,no,no,no
4540756,potassium chloride,ORAL,Treatment for low blood potassium,no,no,no,no,no,no,no
4561925,potassium chloride,TUBE,Treatment for low blood potassium,no,no,no,no,no,no,no
4699653,potassium chloride,.ROUTE,Treatment for low blood potassium,no,no,no,no,no,no,no
5109282,potassium chloride,GASTRIC TU,Treatment for low blood potassium,no,no,no,no,no,no,no
7062203,potassium chloride,INTRAVENOU,Treatment for low blood potassium,no,no,no,no,no,no,no
6935938,potassium chloride  20 meq oral pack,Oral,Treatment for low blood potassium,no,no,no,no,no,no,no
3390166,potassium chloride  20 meq oral sr part/tab,Oral,Treatment for low blood potassium,no,no,no,no,no,no,no
4001771,potassium chloride 10 meq i,IVPB,Treatment for low blood potassium,no,no,no,no,no,no,no
501004,potassium chloride 10 meq in 100 ml ivpb **locked dose,PERIPH IV,Treatment for low blood potassium,no,no,no,no,no,no,no
4404153,potassium chloride 10 meq/100ml iv soln,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
5225640,potassium chloride 10 meq/100ml iv soln,Intravenous,Treatment for low blood potassium,no,no,no,no,no,no,no
4376570,potassium chloride 10 meq/50ml iv soln,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
5154023,potassium chloride 2 meq/ml iv soln,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
3205351,potassium chloride 2 meq/ml iv soln : 20 ml vial,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
3390157,potassium chloride 2 meq/ml iv solp,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
231398,potassium chloride 20 meq in,IVPB,Treatment for low blood potassium,no,no,no,no,no,no,no
5004800,potassium chloride 20 meq in 50 ml ivpb (central line),IV,Treatment for low blood potassium,no,no,no,no,no,no,no
4271704,potassium chloride 20 meq in 50 ml ivpb **locked dose,CENTRAL IV,Treatment for low blood potassium,no,no,no,no,no,no,no
3839105,potassium chloride 20 meq po pack,PER NG TUBE,Treatment for low blood potassium,no,no,no,no,no,no,no
4729520,potassium chloride 20 meq po pack,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
5224443,potassium chloride 20 meq po pack,Oral,Treatment for low blood potassium,no,no,no,no,no,no,no
246812,potassium chloride 20 meq tr tab,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
4004910,potassium chloride 20 meq ud liq,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
5936351,potassium chloride 20 meq ud liq,FT,Treatment for low blood potassium,no,no,no,no,no,no,no
4862898,potassium chloride 20 meq/100 ml iv piggy back : 100 ml bag,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
7217582,potassium chloride 20 meq/100ml iv soln,Intravenous,Treatment for low blood potassium,no,no,no,no,no,no,no
5158804,potassium chloride 20 meq/15ml (10%) po liqd,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
5575750,potassium chloride 20 meq/50 ml iv piggy back 50 ml bag,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
699728,potassium chloride 20 meq/50ml iv soln,Intravenous,Treatment for low blood potassium,no,no,no,no,no,no,no
5197765,potassium chloride 20meq/100ml sso,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
5683369,potassium chloride 40 meq inj,IRR,Treatment for low blood potassium,no,no,no,no,no,no,no
5685273,potassium chloride 40 meq inj,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
5736408,potassium chloride 40 meq inj,IVPB,Treatment for low blood potassium,no,no,no,no,no,no,no
1012058,potassium chloride 40 meq/100 ml iv piggy back : 100 ml bag,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
3390168,potassium chloride 40 meq/100 ml iv piggyback,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
5158802,potassium chloride 40 meq/100ml iv soln,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
19344,potassium chloride crys er 20 meq po tbcr,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
1505421,potassium chloride crys er 20 meq po tbcr,Oral,Treatment for low blood potassium,no,no,no,no,no,no,no
1283779,potassium chloride er,ORAL,Treatment for low blood potassium,no,no,no,no,no,no,no
4911939,"potassium chloride er 10 meq tablet,extended release",Oral,Treatment for low blood potassium,no,no,no,no,no,no,no
3942378,"potassium chloride er 20 meq tablet,extended release(part/cryst)",Oral,Treatment for low blood potassium,no,no,no,no,no,no,no
540154,potassium chloride er tab 20 meq,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
2531454,potassium chloride er tab 40 meq,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
868568,potassium chloride in nacl 40 meq in 250 ml (premix),IV,Treatment for low blood potassium,no,no,no,no,no,no,no
3674939,potassium chloride inj,IV,Treatment for low blood potassium,no,no,no,no,no,no,no
2449739,potassium chloride ivpb in sw,IVPB,Treatment for low blood potassium,no,no,no,no,no,no,no
540159,potassium chloride liquid 20 meq,NGT,Treatment for low blood potassium,no,no,no,no,no,no,no
6118690,potassium chloride liquid 40 meq,NGT,Treatment for low blood potassium,no,no,no,no,no,no,no
6140290,potassium chloride liquid 40 meq,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
5257319,potassium chloride sa,ORAL,Treatment for low blood potassium,no,no,no,no,no,no,no
5204310,potassium chloride tab,PO,Treatment for low blood potassium,no,no,no,no,no,no,no
3754790,potassium cl in water 20meq/50,INTRAVEN,Treatment for low blood potassium,no,no,no,no,no,no,no
480862,potassium phosphate,IV,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
1310842,potassium phosphate,ORAL,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
4121226,potassium phosphate 3 mmol/ml15 ml inj,IVPB,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
1077843,potassium phosphate dibasic 3 mmole/ml iv : 15 ml vial,IV,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
2062179,potassium sodium phosphate pwdpkt,PO,Salts to help prevent kidney stones?,no,no,no,no,no,no,no
1587900,pravastatin sodium 40 mg po tabs,PO,Statin,no,no,no,no,yes,no,no
1821639,pravastatin sodium 40 mg po tabs,PER NG TUBE,Statin,no,no,no,no,yes,no,no
2817817,pravastatin sodium 40 mg po tabs,Oral,Statin,no,no,no,no,yes,no,no
1712699,prednisone 10 mg po tabs,PO,Steroid,no,no,no,no,no,no,no
5405637,prednisone 20 mg po tabs,PO,Steroid,no,no,no,no,no,no,no
2178135,prednisone 20 mg tab,PO,Steroid,no,no,no,no,no,no,no
1712728,prednisone 5 mg po tabs,PO,Steroid,no,no,no,no,no,no,no
978446,prinivil,Oral,ACE inhibitor,no,no,no,no,no,no,yes
6075297,prmx dexmedetomidine 400mcg/100ml ns drip,IV,Sedative,no,no,no,no,no,no,no
2474863,prmx norepinephrine 4 mg/250 ml ns drip,IV,Treats low blood pressure?,no,no,no,no,no,no,no
5370559,prochlorperazine maleate 10 mg po tabs,PO,Antipsychotic and antiemetic,maybe,no,no,no,no,no,no
7217591,prochlorperazine maleate 10 mg po tabs,Oral,Antipsychotic and antiemetic,maybe,no,no,no,no,no,no
5367669,prochlorperazine maleate 5 mg po tabs,PO,Antipsychotic and antiemetic,maybe,no,no,no,no,no,no
5413673,prochlorperazine maleate 5 mg po tabs,PEG TUBE,Antipsychotic and antiemetic,maybe,no,no,no,no,no,no
4039503,promethazine 25 mg/1 ml 1ml sdv inj,IV,Antihistamine and antiemetic,maybe,no,no,no,no,no,no
3167130,promethazine hcl,DEVICE,Antihistamine and antiemetic,maybe,no,no,no,no,no,no
335517,propofol,MISC,Anesthetic,no,no,no,no,no,no,no
3184248,propofol,DEVICE,Anesthetic,no,no,no,no,no,no,no
6082514,propofol,IV,Anesthetic,no,no,no,no,no,no,no
2531489,propofol 1% inj,IV,Anesthetic,no,no,no,no,no,no,no
5683368,propofol 10 mg/1 ml 100ml sdv inj,IV,Anesthetic,no,no,no,no,no,no,no
5805881,propofol 10 mg/1 ml 100ml sdv inj,IV Push,Anesthetic,no,no,no,no,no,no,no
7112409,propofol 10 mg/ml,INTRAVENOU,Anesthetic,no,no,no,no,no,no,no
